Variant	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17
ASV765	0	0	12	21	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV766	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
ASV767	0	0	0	0	0	0	19	26	0	0	0	0	0	0	0	0	0
ASV768	0	0	0	0	0	0	10	35	0	0	0	0	0	0	0	0	0
ASV769	0	0	0	0	0	0	23	22	0	0	0	0	0	0	0	0	0
ASV770	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ASV772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
ASV773	0	0	0	0	0	0	20	24	0	0	0	0	0	0	0	0	0
ASV774	0	0	0	0	0	0	13	31	0	0	0	0	0	0	0	0	0
ASV775	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV776	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
ASV777	0	0	0	0	0	0	22	21	0	0	0	0	0	0	0	0	0
ASV778	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	13
ASV779	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0	15	0
ASV780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV782	0	0	3	0	0	0	9	0	0	0	0	0	0	0	22	8	0
ASV783	0	0	0	11	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV784	0	0	0	2	0	0	27	13	0	0	0	0	0	0	0	0	0
ASV785	0	0	0	0	0	0	29	13	0	0	0	0	0	0	0	0	0
ASV786	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0
ASV787	0	0	0	0	0	0	5	30	0	0	0	0	0	0	7	0	0
ASV788	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
ASV789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV792	0	0	6	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV793	0	0	0	0	0	0	24	17	0	0	0	0	0	0	0	0	0
ASV794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
ASV795	0	0	9	22	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV796	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
ASV797	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0
ASV799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV803	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	0
ASV806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ASV807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ASV808	0	0	9	5	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV809	0	0	4	4	0	0	25	5	0	0	0	0	0	0	0	0	0
ASV810	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV811	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV812	0	0	0	0	0	0	15	23	0	0	0	0	0	0	0	0	0
ASV814	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
ASV815	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0	0	0
ASV816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
ASV817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
ASV818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
ASV819	0	0	0	8	0	0	28	0	0	0	0	0	0	0	0	0	0
ASV820	0	0	0	12	0	0	12	12	0	0	0	0	0	0	0	0	0
ASV821	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	0	3
ASV822	0	0	0	0	0	0	27	9	0	0	0	0	0	0	0	0	0
ASV823	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV824	0	0	0	0	0	0	21	15	0	0	0	0	0	0	0	0	0
ASV825	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
ASV826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
ASV827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
ASV829	0	0	4	4	0	0	12	15	0	0	0	0	0	0	0	0	0
ASV830	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	11
ASV831	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	30
ASV832	0	0	0	0	0	0	28	7	0	0	0	0	0	0	0	0	0
ASV833	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	6
ASV834	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
ASV835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV836	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV837	0	0	0	5	0	0	12	17	0	0	0	0	0	0	0	0	0
ASV838	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	0
ASV839	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV840	0	0	0	0	0	0	0	0	0	0	13	16	0	0	0	0	5
ASV841	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	21	0
ASV842	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	30
ASV844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV847	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV848	0	0	0	0	8	0	14	11	0	0	0	0	0	0	0	0	0
ASV849	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV850	0	0	0	0	0	0	26	7	0	0	0	0	0	0	0	0	0
ASV851	0	0	0	0	0	0	15	18	0	0	0	0	0	0	0	0	0
ASV852	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV853	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	0	0
ASV854	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25
ASV856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV861	0	0	0	5	0	0	22	5	0	0	0	0	0	0	0	0	0
ASV862	0	0	0	0	0	0	21	11	0	0	0	0	0	0	0	0	0
ASV864	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV865	0	0	0	0	0	0	11	21	0	0	0	0	0	0	0	0	0
ASV866	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	15
ASV867	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	0
ASV868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
ASV871	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV872	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV876	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV877	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV878	0	0	0	4	0	0	10	16	0	0	0	0	0	0	0	0	0
ASV880	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0
ASV881	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV883	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0	0	0
ASV884	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV885	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	20
ASV886	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV887	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV888	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	5
ASV889	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV890	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV891	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
ASV893	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV894	0	0	9	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV895	0	0	12	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV896	0	0	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0
ASV897	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
ASV898	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
ASV899	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
ASV900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV901	0	0	15	4	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV902	0	0	4	0	0	0	0	18	0	0	0	0	0	0	0	5	0
ASV903	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV904	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0
ASV905	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV906	0	0	0	0	0	0	19	8	0	0	0	0	0	0	0	0	0
ASV907	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
ASV909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV913	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV914	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV915	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV916	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV920	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV921	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV922	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
ASV923	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
ASV924	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV925	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV926	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV927	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV928	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASV932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASV933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASV934	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV935	0	0	0	6	0	0	3	2	2	0	0	0	4	3	0	4	0
ASV937	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0
ASV939	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0	0	0
ASV940	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0
ASV941	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0
ASV942	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV943	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV948	0	6	4	0	0	4	3	0	2	2	0	2	0	0	0	0	0
ASV949	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV950	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV951	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV952	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
ASV953	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0	0	0
ASV954	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0
ASV955	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0
ASV956	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
ASV957	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0
ASV958	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0
ASV959	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0
ASV960	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV961	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV962	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV969	0	0	6	0	0	0	0	9	0	0	0	0	0	0	3	4	0
ASV970	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV971	0	0	0	3	0	0	12	7	0	0	0	0	0	0	0	0	0
ASV972	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV973	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV974	0	0	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0
ASV975	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV976	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0
ASV977	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0
ASV978	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV980	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0
ASV981	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV982	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0
ASV983	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV984	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0
ASV985	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV986	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0
ASV989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV993	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV994	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV995	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV996	0	0	0	5	0	0	5	10	0	0	0	0	0	0	0	0	0
ASV997	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV998	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0
ASV999	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0
ASV1000	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ASV1001	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1002	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1003	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1006	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0
ASV1007	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0
ASV1008	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV1009	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV1010	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV1011	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV1017	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1018	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1019	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1021	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV1022	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV1023	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7
ASV1024	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV1025	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV1026	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0
ASV1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1034	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV1035	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1036	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV1037	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0
ASV1038	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0
ASV1039	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0
ASV1040	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0
ASV1041	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV1042	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV1043	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	3	0
ASV1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ASV1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
ASV1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV1049	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1050	0	0	2	3	0	0	6	5	0	0	0	0	0	0	0	0	0
ASV1051	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0
ASV1052	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0
ASV1053	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0
ASV1054	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV1055	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV1056	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV1057	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0
ASV1058	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV1059	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV1060	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0
ASV1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV1065	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1066	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1067	0	0	0	5	0	0	3	7	0	0	0	0	0	0	0	0	0
ASV1068	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1069	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0
ASV1070	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV1071	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV1072	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV1073	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV1074	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0
ASV1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV1080	0	0	7	5	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1081	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1082	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1083	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0
ASV1084	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV1085	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0
ASV1086	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV1087	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV1088	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV1089	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV1090	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV1091	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV1092	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV1093	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0
ASV1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1104	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1106	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1107	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0
ASV1109	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3
ASV1110	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0
ASV1111	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV1112	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0
ASV1113	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV1115	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV1116	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0
ASV1117	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV1118	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV1119	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV1120	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1131	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV1132	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1133	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1134	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1135	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1136	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0
ASV1138	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1139	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1140	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1141	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0
ASV1143	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1145	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1147	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1149	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1150	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
